WELL_NAME,PAD,TARGET_FORMATION,MD_FT,EASTING_FT,NORTHING_FT,TVD_FT,INCLINATION_DEG,AZIMUTH_DEG,DOGLEG_SEVERITY_DEG_100FT,BUILD_RATE_DEG_100FT,ROP_FT_HR,WOB_KLB,FRAC_STAGE,PROPPANT_LBS,FLUID_BBL,ISIP_PSI
MID-A3H,Bravo 12,SBL,7400,402720.8,406981.6,7323.1,37.35,12.0,3.83,3.515,30.4,28.1,,,,
MID-A3H,Bravo 12,SBL,7500,402735.6,407047.0,7397.3,42.08,12.0,4.81,4.731,35.3,33.4,,,,
MID-A3H,Bravo 12,SBL,7600,402750.1,407117.0,7467.3,45.6,12.0,3.66,3.519,33.7,23.5,,,,
MID-A3H,Bravo 12,SBL,7700,402765.2,407192.3,7531.0,50.4,12.0,4.91,4.799,45.7,18.5,,,,
MID-A3H,Bravo 12,SBL,7800,402781.4,407272.3,7588.9,54.62,12.0,4.39,4.221,48.1,39.5,,,,
MID-A3H,Bravo 12,SBL,7900,402800.4,407355.8,7641.1,58.56,12.0,4.26,3.939,34.0,31.9,,,,
MID-A3H,Bravo 12,SBL,8000,402819.1,407442.4,7688.0,62.04,12.0,3.77,3.473,36.1,31.9,,,,
MID-A3H,Bravo 12,SBL,8100,402839.0,407532.2,7727.3,66.86,12.0,4.88,4.823,38.2,37.3,,,,
MID-A3H,Bravo 12,SBL,8200,402859.8,407624.8,7759.9,70.94,12.0,4.24,4.08,46.2,28.2,,,,
MID-A3H,Bravo 12,SBL,8300,402879.2,407719.4,7785.5,75.15,12.0,4.54,4.211,39.4,35.8,,,,
MID-A3H,Bravo 12,SBL,8400,402900.2,407815.3,7804.7,78.94,12.0,3.94,3.793,30.6,27.3,,,,
MID-A3H,Bravo 12,SBL,8500,402920.2,407912.3,7816.6,83.15,12.0,4.55,4.209,28.4,27.5,,,,
MID-A3H,Bravo 12,SBL,8600,402941.6,408010.0,7822.4,86.7,12.0,3.83,3.551,37.3,30.1,,,,
MID-A3H,Bravo 12,SBL,8700,402961.7,408108.0,7824.3,88.92,12.0,2.38,2.212,71.3,28.5,1,550026,9238,7079
MID-A3H,Bravo 12,SBL,8800,402982.1,408206.0,7825.4,89.34,12.0,0.63,0.422,87.6,19.4,,,,
MID-A3H,Bravo 12,SBL,8900,403003.8,408303.7,7826.6,89.36,12.0,0.11,0.026,97.9,18.7,2,512771,8718,7149
MID-A3H,Bravo 12,SBL,9000,403025.5,408401.6,7827.6,89.39,12.0,0.05,0.029,63.0,34.7,,,,
MID-A3H,Bravo 12,SBL,9100,403046.3,408499.1,7829.0,89.23,12.0,0.3,-0.164,70.3,34.8,3,474633,8878,6763
MID-A3H,Bravo 12,SBL,9200,403068.0,408597.2,7828.8,90.12,12.0,1.14,0.895,73.3,34.1,,,,
MID-A3H,Bravo 12,SBL,9300,403089.4,408694.8,7828.2,90.33,12.0,0.23,0.203,83.9,33.8,4,453980,9241,7389
MID-A3H,Bravo 12,SBL,9400,403109.6,408792.7,7828.6,89.74,12.0,0.66,-0.589,88.0,32.9,,,,
MID-A3H,Bravo 12,SBL,9500,403131.0,408890.8,7829.4,89.59,12.0,0.39,-0.147,86.9,38.2,5,402151,10543,7143
MID-A3H,Bravo 12,SBL,9600,403151.9,408988.4,7828.8,90.33,12.0,0.96,0.741,90.4,37.7,,,,
MID-A3H,Bravo 12,SBL,9700,403172.5,409086.4,7828.5,90.14,12.0,0.42,-0.188,97.0,26.8,6,534187,9193,6681
MID-A3H,Bravo 12,SBL,9800,403194.7,409183.9,7829.1,89.7,12.0,0.47,-0.443,72.7,36.0,,,,
MID-A3H,Bravo 12,SBL,9900,403214.2,409281.7,7828.9,90.08,12.0,0.4,0.377,89.0,36.8,7,509206,8761,6342
MID-A3H,Bravo 12,SBL,10000,403235.9,409379.6,7829.7,89.56,12.0,0.73,-0.518,65.9,35.5,,,,
MID-A3H,Bravo 12,SBL,10100,403255.8,409477.2,7830.7,89.4,12.0,0.5,-0.154,76.2,34.4,8,580082,11388,6489
MID-A3H,Bravo 12,SBL,10200,403277.3,409575.3,7830.6,90.06,12.0,0.72,0.659,77.7,28.9,,,,
MID-A3H,Bravo 12,SBL,10300,403297.7,409672.8,7830.8,89.88,12.0,0.53,-0.185,68.3,37.0,9,419433,8569,6218
MID-A3H,Bravo 12,SBL,10400,403318.1,409770.7,7831.2,89.8,12.0,0.36,-0.08,78.6,33.3,,,,
MID-A3H,Bravo 12,SBL,10500,403339.3,409868.4,7831.1,90.06,12.0,0.48,0.262,76.0,30.4,10,463769,8599,6180
MID-A3H,Bravo 12,SBL,10600,403360.7,409966.2,7830.4,90.37,12.0,0.63,0.31,95.9,36.0,,,,
MID-A3H,Bravo 12,SBL,10700,403381.3,410063.8,7830.4,90.02,12.0,0.46,-0.35,74.6,39.0,11,394592,11552,6769
MID-A3H,Bravo 12,SBL,10800,403401.2,410161.5,7829.9,90.29,12.0,0.58,0.268,96.0,22.2,,,,
MID-A3H,Bravo 12,SBL,10900,403420.9,410259.5,7830.5,89.63,12.0,0.82,-0.657,65.6,34.8,12,516093,9178,6647
MID-A3H,Bravo 12,SBL,11000,403441.2,410357.5,7831.7,89.32,12.0,0.47,-0.31,77.6,19.7,,,,
MID-A3H,Bravo 12,SBL,11100,403460.9,410455.3,7831.7,90.02,12.0,0.85,0.699,87.9,35.7,13,415431,9483,6827
MID-A3H,Bravo 12,SBL,11200,403480.5,410553.0,7832.0,89.8,12.0,0.26,-0.217,69.4,36.8,,,,
MID-A3H,Bravo 12,SBL,11300,403500.0,410650.7,7832.6,89.67,12.0,0.16,-0.137,66.7,32.9,14,551409,9702,6726
MID-A3H,Bravo 12,SBL,11400,403519.5,410748.8,7833.0,89.76,12.0,0.15,0.095,84.2,35.2,,,,
MID-A3H,Bravo 12,SBL,11500,403539.6,410846.5,7834.0,89.44,12.0,0.41,-0.321,70.2,29.0,15,500930,9418,7327
MID-A3H,Bravo 12,SBL,11600,403561.1,410944.5,7834.3,89.84,12.0,0.55,0.404,91.3,20.6,,,,
MID-A3H,Bravo 12,SBL,11700,403582.4,411042.3,7834.1,90.13,12.0,0.56,0.287,70.6,39.0,16,537593,9586,6230
MID-A3H,Bravo 12,SBL,11800,403603.5,411139.9,7833.6,90.28,12.0,0.34,0.147,79.2,20.5,,,,
MID-A3H,Bravo 12,SBL,11900,403623.8,411237.8,7833.6,90.01,12.0,0.58,-0.264,63.3,24.7,17,509757,8996,6551
MID-A3H,Bravo 12,SBL,12000,403644.6,411335.9,7832.9,90.38,12.0,0.54,0.364,64.1,21.6,,,,
MID-A3H,Bravo 12,SBL,12100,403664.9,411433.4,7831.9,90.58,12.0,0.55,0.206,98.9,29.4,18,525623,8565,6266
MID-A3H,Bravo 12,SBL,12200,403686.8,411531.4,7831.6,90.17,12.0,0.57,-0.415,74.4,29.8,,,,
MID-A3H,Bravo 12,SBL,12300,403708.4,411629.1,7832.4,89.57,12.0,0.64,-0.602,68.6,27.5,19,349332,8741,6653
MID-A3H,Bravo 12,SBL,12400,403730.6,411727.0,7831.8,90.33,12.0,0.86,0.76,91.4,23.0,,,,
MID-A3H,Bravo 12,SBL,12500,403750.4,411825.0,7830.8,90.54,12.0,0.23,0.214,69.0,37.9,20,553215,9880,6599
MID-A3H,Bravo 12,SBL,12600,403770.6,411922.5,7830.6,90.15,12.0,0.45,-0.389,85.0,25.8,,,,
MID-A3H,Bravo 12,SBL,12700,403791.2,412020.2,7831.1,89.72,12.0,0.54,-0.437,74.9,32.3,21,410879,9895,6142
MID-A3H,Bravo 12,SBL,12800,403811.9,412118.2,7831.7,89.65,12.0,0.21,-0.069,85.0,19.6,,,,
MID-A3H,Bravo 12,SBL,12900,403831.8,412215.8,7831.2,90.27,12.0,0.86,0.626,73.9,34.1,22,436655,11575,6899
MID-A3H,Bravo 12,SBL,13000,403851.5,412313.8,7831.9,89.63,12.0,0.85,-0.645,87.3,18.7,,,,
MID-A3H,Bravo 12,SBL,13100,403872.9,412411.7,7831.5,90.23,12.0,0.67,0.6,64.2,34.8,23,593566,10992,7072
MID-A3H,Bravo 12,SBL,13200,403893.2,412509.8,7831.7,89.88,12.0,0.54,-0.349,77.8,32.6,,,,
MID-A3H,Bravo 12,SBL,13300,403915.1,412607.5,7831.6,90.07,12.0,0.29,0.188,98.4,26.8,24,579536,10516,6727
MID-A3H,Bravo 12,SBL,13400,403935.6,412705.3,7831.0,90.32,12.0,0.43,0.25,92.3,18.9,,,,
MID-A3H,Bravo 12,SBL,13500,403955.3,412803.0,7830.4,90.37,12.0,0.27,0.05,96.0,23.2,25,587893,9922,6193
MID-A3H,Bravo 12,SBL,13600,403974.9,412900.8,7830.2,90.09,12.0,0.5,-0.278,65.0,34.7,,,,
MID-A3H,Bravo 12,SBL,13700,403997.1,412998.4,7829.6,90.37,12.0,0.43,0.281,77.7,32.4,26,367025,9961,7433
MID-A3H,Bravo 12,SBL,13800,404018.7,413096.1,7828.9,90.36,12.0,0.31,-0.01,99.5,31.9,,,,
MID-A3H,Bravo 12,SBL,13900,404039.5,413194.2,7828.5,90.27,12.0,0.28,-0.09,78.6,27.4,27,342936,9812,7301
MID-A3H,Bravo 12,SBL,14000,404061.4,413292.0,7827.9,90.32,12.0,0.12,0.046,96.6,36.4,,,,
MID-A3H,Bravo 12,SBL,14100,404080.8,413390.1,7827.2,90.4,12.0,0.25,0.088,67.9,22.4,28,360361,8508,7058
MID-A3H,Bravo 12,SBL,14200,404100.8,413488.2,7826.7,90.28,12.0,0.37,-0.129,75.4,25.4,,,,
MID-A3H,Bravo 12,SBL,14300,404121.6,413586.0,7825.6,90.63,12.0,0.57,0.353,85.1,29.1,29,449913,9092,7132
MID-A3H,Bravo 12,SBL,14400,404142.0,413683.7,7825.2,90.25,12.0,0.66,-0.384,69.1,26.6,,,,
MID-A3H,Bravo 12,SBL,14500,404164.1,413781.2,7824.5,90.41,12.0,0.42,0.164,74.5,37.5,30,468623,10512,6870
MID-A3H,Bravo 12,SBL,14600,404183.9,413879.3,7823.4,90.61,12.0,0.22,0.199,76.3,37.2,,,,
MID-A3H,Bravo 12,SBL,14700,404203.7,413976.9,7823.6,89.92,12.0,1.01,-0.69,62.1,39.2,31,472515,10772,6504
MID-A3H,Bravo 12,SBL,14800,404225.7,414074.7,7824.2,89.63,12.0,0.61,-0.291,66.3,31.4,,,,
MID-A3H,Bravo 12,SBL,14900,404246.2,414172.7,7825.4,89.34,12.0,0.54,-0.288,84.6,28.2,32,448340,9718,6585
MID-A3H,Bravo 12,SBL,15000,404266.3,414270.5,7825.1,90.13,12.0,1.12,0.791,62.8,29.5,,,,
MID-A3H,Bravo 12,SBL,15100,404287.9,414368.3,7824.4,90.44,12.0,0.37,0.307,70.2,24.8,33,586761,10982,6840
MID-A3H,Bravo 12,SBL,15200,404308.9,414465.9,7823.7,90.39,12.0,0.17,-0.045,66.2,22.2,,,,
MID-A3H,Bravo 12,SBL,15300,404329.6,414563.5,7823.2,90.26,12.0,0.44,-0.134,62.5,38.1,34,397674,10529,6116
MID-A3H,Bravo 12,SBL,15400,404351.7,414661.6,7822.5,90.43,12.0,0.4,0.17,99.9,35.9,,,,
MID-A3H,Bravo 12,SBL,15500,404373.3,414759.5,7822.1,90.25,12.0,0.37,-0.182,65.5,33.8,35,428421,9834,6443
MID-A3H,Bravo 12,SBL,15600,404395.0,414857.4,7821.1,90.55,12.0,0.38,0.307,84.5,34.4,,,,
MID-A3H,Bravo 12,SBL,15700,404414.5,414955.5,7820.6,90.28,12.0,0.3,-0.27,82.2,37.9,36,504871,8668,7338
MID-A3H,Bravo 12,SBL,15800,404433.8,415053.6,7820.1,90.27,12.0,0.31,-0.014,81.3,25.8,,,,
MID-A3H,Bravo 12,SBL,15900,404454.2,415151.3,7820.1,90.02,12.0,0.47,-0.253,84.6,23.6,37,379188,9450,6801
MID-A3H,Bravo 12,SBL,16000,404475.7,415249.1,7821.0,89.49,12.0,0.55,-0.523,87.2,25.5,,,,
MID-A3H,Bravo 12,SBL,16100,404495.6,415346.8,7820.9,90.04,12.0,0.61,0.542,88.5,34.0,38,505735,10576,7034
MID-A3H,Bravo 12,SBL,16200,404515.5,415444.5,7821.1,89.88,12.0,0.35,-0.157,86.5,28.7,,,,
MID-A3H,Bravo 12,SBL,16300,404535.9,415542.6,7821.6,89.7,12.0,0.33,-0.178,85.3,20.9,39,356235,10088,7323
MID-A3H,Bravo 12,SBL,16400,404555.3,415640.4,7821.6,90.0,12.0,0.41,0.302,82.4,27.9,,,,
MID-A3H,Bravo 12,SBL,16500,404575.2,415738.1,7821.0,90.35,12.0,0.6,0.343,70.5,23.2,40,594726,11446,6334
MID-A3H,Bravo 12,SBL,16600,404597.1,415836.0,7821.4,89.79,12.0,0.58,-0.56,95.7,37.5,,,,
MID-A3H,Bravo 12,SBL,16700,404618.0,415933.8,7821.5,89.92,12.0,0.14,0.137,81.3,39.0,41,437179,11406,6865
MID-A3H,Bravo 12,SBL,16800,404638.3,416031.7,7822.5,89.43,12.0,0.75,-0.495,84.7,36.0,,,,
MID-A3H,Bravo 12,SBL,16900,404658.5,416129.7,7823.7,89.32,12.0,0.39,-0.107,66.4,35.3,42,418811,9853,7053
MID-A3H,Bravo 12,SBL,17000,404678.4,416227.5,7824.9,89.32,12.0,0.07,-0.003,69.2,29.2,,,,
MID-A3H,Bravo 12,SBL,17100,404697.8,416325.2,7825.9,89.45,12.0,0.33,0.132,90.9,26.5,43,400799,9091,7318
MID-A3H,Bravo 12,SBL,17200,404717.5,416423.0,7827.2,89.23,12.0,0.36,-0.225,97.8,25.2,,,,
MID-A3H,Bravo 12,SBL,17300,404738.4,416520.9,7828.2,89.44,12.0,0.25,0.211,73.4,38.4,44,591371,9166,6202
MID-A3H,Bravo 12,SBL,17400,404758.3,416618.6,7828.9,89.58,12.0,0.42,0.143,73.1,22.2,,,,
MID-A3H,Bravo 12,SBL,17500,404778.7,416716.7,7829.2,89.84,12.0,0.44,0.26,98.0,23.3,45,419936,10158,7045
MID-A3H,Bravo 12,SBL,17600,404799.3,416814.2,7830.1,89.48,12.0,0.54,-0.362,66.4,26.9,,,,
MID-A3H,Bravo 12,SBL,17700,404820.0,416912.3,7830.2,89.96,12.0,0.66,0.481,66.7,37.5,46,340652,9086,7351
MID-A3H,Bravo 12,SBL,17800,404841.1,417010.1,7829.8,90.22,12.0,0.55,0.258,91.9,25.8,,,,
MID-A3H,Bravo 12,SBL,17900,404860.8,417107.8,7830.3,89.71,12.0,0.62,-0.504,96.1,38.8,47,531210,8829,6171
MID-A3H,Bravo 12,SBL,18000,404881.4,417205.4,7829.9,90.22,12.0,0.81,0.508,78.0,33.5,,,,
MID-A3H,Bravo 12,SBL,18100,404903.2,417303.0,7830.1,89.93,12.0,0.34,-0.289,71.7,22.7,48,547100,9397,7084
MID-A3H,Bravo 12,SBL,18200,404924.8,417400.9,7830.8,89.58,12.0,0.48,-0.356,78.5,21.7,,,,
MID-A3H,Bravo 12,SBL,18300,404945.8,417498.9,7831.3,89.69,12.0,0.28,0.118,99.4,21.0,49,476300,9487,6966
MID-B1H,Delta 7,WCA,100,404140.4,409223.7,100.0,0.4,358.0,0.45,0.405,43.4,19.9,,,,
MID-B1H,Delta 7,WCA,200,404140.3,409225.0,200.0,0.71,358.0,0.34,0.306,28.8,18.6,,,,
MID-B1H,Delta 7,WCA,300,404140.3,409225.9,300.0,0.54,358.0,0.25,-0.171,46.6,20.4,,,,
MID-B1H,Delta 7,WCA,400,404140.3,409226.9,400.0,0.54,358.0,0.07,0.004,28.1,36.0,,,,
MID-B1H,Delta 7,WCA,500,404140.2,409228.0,500.0,0.62,358.0,0.11,0.08,44.6,26.1,,,,
MID-B1H,Delta 7,WCA,600,404140.2,409228.2,600.0,0.14,358.0,0.73,-0.485,40.1,30.8,,,,
MID-B1H,Delta 7,WCA,700,404140.2,409228.6,700.0,0.21,358.0,0.38,0.074,32.9,32.9,,,,
MID-B1H,Delta 7,WCA,800,404140.2,409228.8,800.0,0.12,358.0,0.37,-0.089,42.8,31.4,,,,
MID-B1H,Delta 7,WCA,900,404140.2,409228.8,900.0,0,358.0,0.51,-0.442,37.0,25.1,,,,
MID-B1H,Delta 7,WCA,1000,404140.2,409229.4,1000.0,0.34,358.0,0.48,0.343,28.1,24.1,,,,
MID-B1H,Delta 7,WCA,1100,404140.2,409229.4,1100.0,0,358.0,0.8,-0.492,30.8,38.2,,,,
MID-B1H,Delta 7,WCA,1200,404140.2,409229.4,1200.0,0,358.0,0.29,-0.273,25.4,34.0,,,,
MID-B1H,Delta 7,WCA,1300,404140.2,409229.4,1300.0,0,358.0,0.66,-0.472,45.1,38.2,,,,
MID-B1H,Delta 7,WCA,1400,404140.2,409229.4,1400.0,0,358.0,0.29,-0.262,25.5,23.2,,,,
MID-B1H,Delta 7,WCA,1500,404140.2,409229.4,1500.0,0,358.0,0.57,-0.319,24.7,34.7,,,,
MID-B1H,Delta 7,WCA,1600,404140.2,409229.7,1600.0,0.2,358.0,0.27,0.197,38.4,19.4,,,,
MID-B1H,Delta 7,WCA,1700,404140.2,409229.7,1700.0,0,358.0,0.69,-0.551,41.1,22.8,,,,
MID-B1H,Delta 7,WCA,1800,404140.1,409230.6,1800.0,0.53,358.0,0.77,0.528,34.3,37.6,,,,
MID-B1H,Delta 7,WCA,1900,404140.1,409232.0,1900.0,0.75,358.0,0.39,0.222,39.9,18.5,,,,
MID-B1H,Delta 7,WCA,2000,404140.1,409233.0,2000.0,0.57,358.0,0.48,-0.179,43.6,21.2,,,,
MID-B1H,Delta 7,WCA,2100,404140.0,409234.1,2099.9,0.64,358.0,0.36,0.071,29.2,29.0,,,,
MID-B1H,Delta 7,WCA,2200,404140.0,409235.2,2199.9,0.63,358.0,0.32,-0.013,43.5,36.0,,,,
MID-B1H,Delta 7,WCA,2300,404139.9,409236.4,2299.9,0.7,358.0,0.11,0.071,39.3,34.1,,,,
MID-B1H,Delta 7,WCA,2400,404139.9,409236.6,2399.9,0.14,358.0,0.87,-0.557,41.5,18.4,,,,
MID-B1H,Delta 7,WCA,2500,404139.9,409236.6,2499.9,0,358.0,0.65,-0.458,31.8,24.7,,,,
MID-B1H,Delta 7,WCA,2600,404139.9,409237.0,2599.9,0.22,358.0,0.43,0.217,49.0,18.3,,,,
MID-B1H,Delta 7,WCA,2700,404139.9,409237.6,2699.9,0.32,358.0,0.14,0.104,28.5,31.2,,,,
MID-B1H,Delta 7,WCA,2800,404139.9,409237.6,2799.9,0,358.0,0.82,-0.548,39.9,37.1,,,,
MID-B1H,Delta 7,WCA,2900,404139.9,409238.4,2899.9,0.46,358.0,0.54,0.457,38.9,24.7,,,,
MID-B1H,Delta 7,WCA,3000,404139.9,409238.9,2999.9,0.3,358.0,0.5,-0.153,49.0,19.6,,,,
MID-B1H,Delta 7,WCA,3100,404139.9,409239.5,3099.9,0.32,358.0,0.18,0.014,44.0,19.3,,,,
MID-B1H,Delta 7,WCA,3200,404139.9,409239.5,3199.9,0,358.0,0.62,-0.37,42.0,21.6,,,,
MID-B1H,Delta 7,WCA,3300,404139.8,409240.2,3299.9,0.42,358.0,0.56,0.416,40.9,21.3,,,,
MID-B1H,Delta 7,WCA,3400,404139.8,409240.2,3399.9,0,358.0,0.57,-0.518,28.9,35.3,,,,
MID-B1H,Delta 7,WCA,3500,404139.8,409241.0,3499.9,0.45,358.0,0.6,0.45,44.6,32.7,,,,
MID-B1H,Delta 7,WCA,3600,404139.8,409241.0,3599.9,0,358.0,0.78,-0.774,38.9,30.2,,,,
MID-B1H,Delta 7,WCA,3700,404139.8,409241.0,3699.9,0,358.0,0.65,-0.481,47.5,31.9,,,,
MID-B1H,Delta 7,WCA,3800,404139.8,409241.4,3799.9,0.27,358.0,0.35,0.273,31.2,38.5,,,,
MID-B1H,Delta 7,WCA,3900,404139.8,409241.8,3899.9,0.18,358.0,0.14,-0.096,42.7,25.0,,,,
MID-B1H,Delta 7,WCA,4000,404139.8,409241.8,3999.9,0,358.0,0.69,-0.448,30.1,22.3,,,,
MID-B1H,Delta 7,WCA,4100,404139.7,409242.6,4099.9,0.49,358.0,0.71,0.488,36.3,22.7,,,,
MID-B1H,Delta 7,WCA,4200,404139.7,409243.0,4199.9,0.22,358.0,0.48,-0.265,34.4,31.5,,,,
MID-B1H,Delta 7,WCA,4300,404139.7,409243.2,4299.9,0.09,358.0,0.48,-0.13,40.9,23.6,,,,
MID-B1H,Delta 7,WCA,4400,404139.7,409243.2,4399.9,0,358.0,0.39,-0.286,49.6,32.4,,,,
MID-B1H,Delta 7,WCA,4500,404139.7,409243.5,4499.9,0.21,358.0,0.44,0.212,27.7,25.4,,,,
MID-B1H,Delta 7,WCA,4600,404139.7,409243.5,4599.9,0,358.0,0.66,-0.651,40.4,24.7,,,,
MID-B1H,Delta 7,WCA,4700,404139.7,409243.5,4699.9,0,358.0,0.44,-0.421,33.3,37.5,,,,
MID-B1H,Delta 7,WCA,4800,404139.7,409243.7,4799.9,0.07,358.0,0.27,0.074,31.6,35.6,,,,
MID-B1H,Delta 7,WCA,4900,404139.7,409243.7,4899.9,0,358.0,0.42,-0.101,30.3,25.6,,,,
MID-B1H,Delta 7,WCA,5000,404139.7,409244.3,4999.9,0.39,358.0,0.43,0.388,26.7,24.7,,,,
MID-B1H,Delta 7,WCA,5100,404139.6,409245.4,5099.9,0.62,358.0,0.43,0.233,33.0,24.8,,,,
MID-B1H,Delta 7,WCA,5200,404139.6,409245.6,5199.9,0.1,358.0,0.75,-0.519,45.7,32.8,,,,
MID-B1H,Delta 7,WCA,5300,404139.6,409246.0,5299.9,0.24,358.0,0.31,0.142,42.8,32.2,,,,
MID-B1H,Delta 7,WCA,5400,404139.6,409247.1,5399.9,0.61,358.0,0.55,0.363,26.6,20.7,,,,
MID-B1H,Delta 7,WCA,5500,404139.6,409247.1,5499.9,0,358.0,0.8,-0.786,45.5,23.5,,,,
MID-B1H,Delta 7,WCA,5600,404139.6,409247.4,5599.9,0.16,358.0,0.26,0.165,48.1,39.9,,,,
MID-B1H,Delta 7,WCA,5700,404139.5,409248.3,5699.9,0.53,358.0,0.46,0.367,36.2,24.6,,,,
MID-B1H,Delta 7,WCA,5800,404139.5,409249.1,5799.9,0.47,358.0,0.37,-0.065,24.8,36.8,,,,
MID-B1H,Delta 7,WCA,5900,404139.5,409250.4,5899.9,0.75,358.0,0.43,0.282,25.7,21.7,,,,
MID-B1H,Delta 7,WCA,6000,404139.4,409250.8,5999.9,0.24,358.0,0.66,-0.512,44.0,18.2,,,,
MID-B1H,Delta 7,WCA,6100,404139.4,409250.8,6099.9,0,358.0,0.52,-0.253,25.0,25.7,,,,
MID-B1H,Delta 7,WCA,6200,404139.4,409250.8,6199.9,0,358.0,0.15,-0.047,46.0,29.2,,,,
MID-B1H,Delta 7,WCA,6300,404139.4,409251.4,6299.9,0.34,358.0,0.34,0.341,44.0,33.6,,,,
MID-B1H,Delta 7,WCA,6400,404139.4,409251.4,6399.9,0,358.0,0.71,-0.463,41.4,23.9,,,,
MID-B1H,Delta 7,WCA,6500,404139.3,409254.6,6499.8,1.83,358.0,1.99,1.83,36.4,31.7,,,,
MID-B1H,Delta 7,WCA,6600,404139.0,409262.3,6599.5,4.41,358.0,2.58,2.579,48.9,29.7,,,,
MID-B1H,Delta 7,WCA,6700,404138.5,409276.5,6698.5,8.16,358.0,3.98,3.752,36.2,18.7,,,,
MID-B1H,Delta 7,WCA,6800,404138.0,409296.0,6796.6,11.28,358.0,3.44,3.123,47.9,39.2,,,,
MID-B1H,Delta 7,WCA,6900,404137.5,409322.0,6893.1,15.07,358.0,3.82,3.789,46.5,20.6,,,,
MID-B1H,Delta 7,WCA,7000,404136.3,409355.3,6987.5,19.42,358.0,4.69,4.349,30.9,30.8,,,,
MID-B1H,Delta 7,WCA,7100,404134.3,409395.6,7079.0,23.79,358.0,4.62,4.373,43.7,30.4,,,,
MID-B1H,Delta 7,WCA,7200,404133.0,409441.8,7167.6,27.53,358.0,4.07,3.737,35.7,30.1,,,,
MID-B1H,Delta 7,WCA,7300,404130.5,409494.6,7252.6,31.87,358.0,4.36,4.336,48.4,18.5,,,,
MID-B1H,Delta 7,WCA,7400,404129.1,409553.5,7333.3,36.15,358.0,4.51,4.283,44.0,20.0,,,,
MID-B1H,Delta 7,WCA,7500,404126.5,409618.2,7409.5,40.35,358.0,4.31,4.196,29.9,34.2,,,,
MID-B1H,Delta 7,WCA,7600,404124.7,409688.4,7480.8,44.57,358.0,4.49,4.224,47.1,32.9,,,,
MID-B1H,Delta 7,WCA,7700,404122.4,409763.0,7547.3,48.26,358.0,3.96,3.69,29.7,36.6,,,,
MID-B1H,Delta 7,WCA,7800,404119.2,409841.7,7608.9,51.98,358.0,3.81,3.721,48.2,26.5,,,,
MID-B1H,Delta 7,WCA,7900,404115.4,409925.1,7664.0,56.58,358.0,4.88,4.599,48.6,31.0,,,,
MID-B1H,Delta 7,WCA,8000,404113.0,410012.5,7712.6,60.95,358.0,4.54,4.372,35.1,37.2,,,,
MID-B1H,Delta 7,WCA,8100,404108.5,410103.3,7754.4,65.29,358.0,4.57,4.334,29.9,38.5,,,,
MID-B1H,Delta 7,WCA,8200,404106.6,410196.2,7791.0,68.5,358.0,3.48,3.211,25.3,19.6,,,,
MID-B1H,Delta 7,WCA,8300,404103.7,410291.6,7821.0,72.58,358.0,4.2,4.083,29.1,19.3,,,,
MID-B1H,Delta 7,WCA,8400,404099.5,410388.8,7844.2,76.56,358.0,4.02,3.979,33.2,32.4,,,,
MID-B1H,Delta 7,WCA,8500,404094.6,410487.5,7859.9,81.0,358.0,4.59,4.445,34.1,36.3,,,,
MID-B1H,Delta 7,WCA,8600,404092.4,410587.2,7867.9,85.38,358.0,4.7,4.374,49.9,36.0,,,,
MID-B1H,Delta 7,WCA,8700,404089.3,410687.1,7870.7,88.4,358.0,3.25,3.024,63.0,21.5,1,420840,11369,6819
MID-B1H,Delta 7,WCA,8800,404085.4,410787.0,7872.9,88.73,358.0,0.56,0.334,68.6,38.3,,,,
MID-B1H,Delta 7,WCA,8900,404082.0,410886.9,7873.8,89.5,358.0,1.09,0.767,89.5,26.0,2,384999,8817,7414
MID-B1H,Delta 7,WCA,9000,404080.0,410986.8,7873.8,90.02,358.0,0.74,0.514,97.1,33.6,,,,
MID-B1H,Delta 7,WCA,9100,404075.8,411086.8,7874.2,89.77,358.0,0.55,-0.25,74.7,28.0,3,485775,9373,6619
MID-B1H,Delta 7,WCA,9200,404072.9,411186.7,7874.7,89.71,358.0,0.34,-0.055,79.0,24.9,,,,
MID-B1H,Delta 7,WCA,9300,404069.7,411286.7,7875.7,89.4,358.0,0.46,-0.307,70.0,23.6,4,350623,8723,6761
MID-B1H,Delta 7,WCA,9400,404066.7,411386.6,7876.3,89.67,358.0,0.36,0.263,80.5,35.5,,,,
MID-B1H,Delta 7,WCA,9500,404062.4,411486.5,7876.4,89.94,358.0,0.53,0.27,92.5,27.4,5,420828,10719,6429
MID-B1H,Delta 7,WCA,9600,404060.1,411586.4,7877.2,89.51,358.0,0.55,-0.426,79.4,34.8,,,,
MID-B1H,Delta 7,WCA,9700,404057.8,411686.4,7877.2,90.01,358.0,0.57,0.502,74.8,23.2,6,482767,8519,6490
MID-B1H,Delta 7,WCA,9800,404052.9,411786.3,7877.1,90.06,358.0,0.3,0.05,75.8,33.9,,,,
MID-B1H,Delta 7,WCA,9900,404050.8,411886.3,7877.7,89.69,358.0,0.55,-0.374,71.5,20.2,7,514959,8723,6734
MID-B1H,Delta 7,WCA,10000,404047.6,411986.2,7878.9,89.31,358.0,0.42,-0.379,93.0,37.7,,,,
